Series Name,Country,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Hungary,..,..,..,..,..,..,..,..,..,..,14.27,..,..,..,..,14.56,..,..,..,..,12.09,..,..,..,..,11.6,..,..,11.35,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Iceland,..,..,..,..,..,..,..,..,..,..,7.03,..,..,..,..,7.74,..,..,..,..,7.5,..,..,..,..,8.74,..,..,9.12,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",India,..,..,..,..,..,..,..,..,..,..,2.28,..,..,..,..,2.33,..,..,..,..,4.35,..,..,..,..,5.54,..,..,5.54,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Indonesia,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,0.48,..,..,..,..,0.59,..,..,..,..,0.6,..,..,0.57,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Iran,..,..,..,..,..,..,..,..,..,..,0.21,..,..,..,..,0.58,..,..,..,..,1.01,..,..,..,..,1.01,..,..,1.03,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Ireland,..,..,..,..,..,..,..,..,..,..,15.13,..,..,..,..,14.2,..,..,..,..,12.07,..,..,..,..,12.47,..,..,12.88,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Israel,..,..,..,..,..,..,..,..,..,..,3.08,..,..,..,..,2.7,..,..,..,..,3.12,..,..,..,..,3.86,..,..,4.21,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Italy,..,..,..,..,..,..,..,..,..,..,10.37,..,..,..,..,9.41,..,..,..,..,7.34,..,..,..,..,7.59,..,..,7.84,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Jamaica,..,..,..,..,..,..,..,..,..,..,4.91,..,..,..,..,4.43,..,..,..,..,4.38,..,..,..,..,4.19,..,..,4.22,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Japan,..,..,..,..,..,..,..,..,..,..,8.23,..,..,..,..,7.99,..,..,..,..,7.2,..,..,..,..,7.87,..,..,7.96,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Jordan,..,..,..,..,..,..,..,..,..,..,0.62,..,..,..,..,0.66,..,..,..,..,0.64,..,..,..,..,0.69,..,..,0.69,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Kazakhstan,..,..,..,..,..,..,..,..,..,..,8.18,..,..,..,..,9.33,..,..,..,..,4.97,..,..,..,..,4.66,..,..,4.76,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Kenya,..,..,..,..,..,..,..,..,..,..,3.83,..,..,..,..,3.01,..,..,..,..,3.29,..,..,..,..,2.77,..,..,2.78,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Kiribati,..,..,..,..,..,..,..,..,..,..,1.96,..,..,..,..,2.16,..,..,..,..,1.65,..,..,..,..,0.52,..,..,0.46,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",South Korea,..,..,..,..,..,..,..,..,..,..,12.31,..,..,..,..,10.58,..,..,..,..,9.97,..,..,..,..,10.04,..,..,9.7,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Kuwait,..,..,..,..,..,..,..,..,..,..,0.038,..,..,..,..,0.019,..,..,..,..,0.032,..,..,..,..,0.003,..,..,0.003,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,9.45,..,..,..,..,11.19,..,..,..,..,10.08,..,..,..,..,7.59,..,..,6.26,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Laos,..,..,..,..,..,..,..,..,..,..,4.66,..,..,..,..,4.37,..,..,..,..,7.1,..,..,..,..,10.05,..,..,10.72,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Latvia,..,..,..,..,..,..,..,..,..,..,8.76,..,..,..,..,11.96,..,..,..,..,11.63,..,..,..,..,12.64,..,..,12.77,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Lebanon,..,..,..,..,..,..,..,..,..,..,2.96,..,..,..,..,2.31,..,..,..,..,1.94,..,..,..,..,1.65,..,..,1.71,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Lesotho,..,..,..,..,..,..,..,..,..,..,7.31,..,..,..,..,5.37,..,..,..,..,6.5,..,..,..,..,4.8,..,..,4.59,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Liberia,..,..,..,..,..,..,..,..,..,..,6.38,..,..,..,..,6.05,..,..,..,..,5.37,..,..,..,..,5.7,..,..,6.12,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Libya,..,..,..,..,..,..,..,..,..,..,0.064,..,..,..,..,0.083,..,..,..,..,0.098,..,..,..,..,0.029,..,..,0.019,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Lithuania,..,..,..,..,..,..,..,..,..,..,13.36,..,..,..,..,16.1,..,..,..,..,15.25,..,..,..,..,15.38,..,..,13.22,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Luxembourg,..,..,..,..,..,..,..,..,..,..,14.32,..,..,..,..,13.58,..,..,..,..,12.98,..,..,..,..,13.18,..,..,12.94,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Madagascar,..,..,..,..,..,..,..,..,..,..,2.11,..,..,..,..,1.53,..,..,..,..,1.87,..,..,..,..,1.88,..,..,1.97,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Malawi,..,..,..,..,..,..,..,..,..,..,2.42,..,..,..,..,2.87,..,..,..,..,3.21,..,..,..,..,3.62,..,..,3.63,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Malaysia,..,..,..,..,..,..,..,..,..,..,1.53,..,..,..,..,1.28,..,..,..,..,1.32,..,..,..,..,0.85,..,..,0.85,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Maldives,..,..,..,..,..,..,..,..,..,..,2.04,..,..,..,..,1.52,..,..,..,..,1.65,..,..,..,..,2.07,..,..,2.22,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Mali,..,..,..,..,..,..,..,..,..,..,1.15,..,..,..,..,1.05,..,..,..,..,1.09,..,..,..,..,1.25,..,..,1.28,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Malta,..,..,..,..,..,..,..,..,..,..,5.72,..,..,..,..,6.65,..,..,..,..,6.58,..,..,..,..,7.56,..,..,7.99,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Mauritania,..,..,..,..,..,..,..,..,..,..,0.2,..,..,..,..,0.13,..,..,..,..,0.086,..,..,..,..,0.033,..,..,0.036,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Mauritius,..,..,..,..,..,..,..,..,..,..,5.49,..,..,..,..,5,..,..,..,..,3.81,..,..,..,..,3.94,..,..,4.35,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Mexico,..,..,..,..,..,..,..,..,..,..,6.43,..,..,..,..,6.48,..,..,..,..,5.21,..,..,..,..,4.92,..,..,5,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Micronesia,..,..,..,..,..,..,..,..,..,..,3.86,..,..,..,..,2.78,..,..,..,..,2.85,..,..,..,..,2.44,..,..,2.48,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Moldova,..,..,..,..,..,..,..,..,..,..,13.89,..,..,..,..,19.95,..,..,..,..,15.54,..,..,..,..,11.87,..,..,11.43,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Morocco,..,..,..,..,..,..,..,..,..,..,1.01,..,..,..,..,0.96,..,..,..,..,0.9,..,..,..,..,0.7,..,..,0.69,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Mozambique,..,..,..,..,..,..,..,..,..,..,2.33,..,..,..,..,1.3,..,..,..,..,1.63,..,..,..,..,2.19,..,..,2.3,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Myanmar,..,..,..,..,..,..,..,..,..,..,0.38,..,..,..,..,1.65,..,..,..,..,2.9,..,..,..,..,4.41,..,..,5.12,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Namibia,..,..,..,..,..,..,..,..,..,..,3.26,..,..,..,..,2.7,..,..,..,..,1.99,..,..,..,..,5.23,..,..,5.43,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Nepal,..,..,..,..,..,..,..,..,..,..,1.12,..,..,..,..,1.95,..,..,..,..,1.94,..,..,..,..,2.05,..,..,2.05,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Netherlands,..,..,..,..,..,..,..,..,..,..,11.08,..,..,..,..,10.71,..,..,..,..,10.21,..,..,..,..,9.55,..,..,9.61,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",New Zealand,..,..,..,..,..,..,..,..,..,..,10.42,..,..,..,..,10.92,..,..,..,..,11.32,..,..,..,..,10.44,..,..,10.63,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Nicaragua,..,..,..,..,..,..,..,..,..,..,5.05,..,..,..,..,5.3,..,..,..,..,4.79,..,..,..,..,5.03,..,..,5.18,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Niger,..,..,..,..,..,..,..,..,..,..,0.23,..,..,..,..,0.25,..,..,..,..,0.31,..,..,..,..,0.55,..,..,0.67,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Nigeria,..,..,..,..,..,..,..,..,..,..,12.5,..,..,..,..,12.51,..,..,..,..,11.72,..,..,..,..,10.81,..,..,10.84,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",North Macedonia,..,..,..,..,..,..,..,..,..,..,7.31,..,..,..,..,7.03,..,..,..,..,5.93,..,..,..,..,5.93,..,..,6.16,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Norway,..,..,..,..,..,..,..,..,..,..,7.95,..,..,..,..,8.87,..,..,..,..,8.94,..,..,..,..,7.52,..,..,7.41,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Oman,..,..,..,..,..,..,..,..,..,..,6.56,..,..,..,..,1.56,..,..,..,..,0.73,..,..,..,..,0.77,..,..,0.78,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Pakistan,..,..,..,..,..,..,..,..,..,..,0.085,..,..,..,..,0.16,..,..,..,..,0.19,..,..,..,..,0.29,..,..,0.34,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Panama,..,..,..,..,..,..,..,..,..,..,5.48,..,..,..,..,5.49,..,..,..,..,6.84,..,..,..,..,7.71,..,..,7.98,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Papua New Guinea,..,..,..,..,..,..,..,..,..,..,1.79,..,..,..,..,1.6,..,..,..,..,1.67,..,..,..,..,1.39,..,..,1.39,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Paraguay,..,..,..,..,..,..,..,..,..,..,6.38,..,..,..,..,6.66,..,..,..,..,7.58,..,..,..,..,7.26,..,..,7.58,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Peru,..,..,..,..,..,..,..,..,..,..,6.54,..,..,..,..,6.99,..,..,..,..,7.69,..,..,..,..,6.63,..,..,6.38,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Philippines,..,..,..,..,..,..,..,..,..,..,6.06,..,..,..,..,5.67,..,..,..,..,6.98,..,..,..,..,6.7,..,..,6.86,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Poland,..,..,..,..,..,..,..,..,..,..,9.17,..,..,..,..,10.6,..,..,..,..,11.21,..,..,..,..,11.63,..,..,11.71,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Portugal,..,..,..,..,..,..,..,..,..,..,14.08,..,..,..,..,13.37,..,..,..,..,12.51,..,..,..,..,11.88,..,..,12.03,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Qatar,..,..,..,..,..,..,..,..,..,..,1.15,..,..,..,..,1.67,..,..,..,..,1.69,..,..,..,..,1.62,..,..,1.59,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Romania,..,..,..,..,..,..,..,..,..,..,17.45,..,..,..,..,15.84,..,..,..,..,13.97,..,..,..,..,11.64,..,..,11.74,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Russian Federation,..,..,..,..,..,..,..,..,..,..,15.73,..,..,..,..,17.36,..,..,..,..,15.87,..,..,..,..,12.47,..,..,11.19,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Rwanda,..,..,..,..,..,..,..,..,..,..,13.73,..,..,..,..,13,..,..,..,..,10.27,..,..,..,..,9.26,..,..,8.95,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Samoa,..,..,..,..,..,..,..,..,..,..,3.79,..,..,..,..,4.2,..,..,..,..,2.97,..,..,..,..,2.59,..,..,2.66,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,8.2,..,..,..,..,8.72,..,..,..,..,8.34,..,..,..,..,7.19,..,..,5.88,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Saudi Arabia,..,..,..,..,..,..,..,..,..,..,0.18,..,..,..,..,0.17,..,..,..,..,0.17,..,..,..,..,0.2,..,..,0.19,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Senegal,..,..,..,..,..,..,..,..,..,..,0.96,..,..,..,..,0.85,..,..,..,..,0.6,..,..,..,..,0.73,..,..,0.76,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.69,..,..,..,..,8.7,..,..,8.75,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Seychelles,..,..,..,..,..,..,..,..,..,..,7.62,..,..,..,..,6.13,..,..,..,..,10.19,..,..,..,..,18.35,..,..,20.5,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Sierra Leone,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,5.57,..,..,..,..,5.83,..,..,..,..,5.63,..,..,5.7,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Singapore,..,..,..,..,..,..,..,..,..,..,2.49,..,..,..,..,1.78,..,..,..,..,2.19,..,..,..,..,2.07,..,..,2.03,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Slovakia,..,..,..,..,..,..,..,..,..,..,12.47,..,..,..,..,12.06,..,..,..,..,12,..,..,..,..,11.53,..,..,11.14,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Slovenia,..,..,..,..,..,..,..,..,..,..,12.6,..,..,..,..,12.3,..,..,..,..,11.54,..,..,..,..,12.74,..,..,11.9,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Solomon Islands,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,1.6,..,..,..,..,1.6,..,..,..,..,1.55,..,..,1.83,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",South Africa,..,..,..,..,..,..,..,..,..,..,10.02,..,..,..,..,9.58,..,..,..,..,10.04,..,..,..,..,9.61,..,..,9.52,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Spain,..,..,..,..,..,..,..,..,..,..,12.43,..,..,..,..,12.83,..,..,..,..,10.03,..,..,..,..,11.32,..,..,12.72,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Sri Lanka,..,..,..,..,..,..,..,..,..,..,2.22,..,..,..,..,2.59,..,..,..,..,3.92,..,..,..,..,4.1,..,..,4.1,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,9.51,..,..,..,..,11.53,..,..,..,..,9.45,..,..,..,..,8.88,..,..,8.94,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Saint Lucia,..,..,..,..,..,..,..,..,..,..,11.8,..,..,..,..,11.62,..,..,..,..,9.69,..,..,..,..,9.96,..,..,10.6,..,..,..,..
